Unnamed: 0,Unnamed: 1,Neuro Drain #1 Type,verify,Unnamed: 4,223926.0,Neuro Drain #1 Type.1,Unnamed: 7,Unnamed: 8,0.0,Neurological,Unnamed: 11,Unnamed: 12,Unnamed: 13,metavision,Unnamed: 15,Text,Unnamed: 17
,,Insulin pump,,,228236.0,Insulin pump,,chartevents,24585.0,Adm History/FHPA,,,,metavision,,Checkbox,
,,,,,51218.0,GRANULOCYTE COUNT,,labevents,24375.0,HEMATOLOGY,,BLOOD,30394-1,,,,
,,,,,40048.0,Chest Tubes Left Pleural 1,,outputevents,24144.0,,,,,carevue,,,
,,,,,1705.0,Vent Sens Thresh mV,,chartevents,24130.0,,,,,carevue,,,
,,,,,8457.0,Pressure Sore #1 [Heal],,chartevents,23971.0,,,,,carevue,,,
,,,,,164.0,Edema #2 [Location],,chartevents,23926.0,,,,,carevue,,,
,,,,,56.0,Atrial Pacemaker [Sense],,chartevents,23857.0,,,,,carevue,,,
,,,,,50979.0,RED TOP HOLD,,labevents,23831.0,CHEMISTRY,,BLOOD,,,,,
,,PA Line cm Mark,,,223773.0,PA Line cm Mark,cm,chartevents,23690.0,Hemodynamics,,,,metavision,,Numeric,
,,,,,509.0,PT Splint #2 [Location],,chartevents,23581.0,,,,,carevue,,,
,,,,,1707.0,Vent Stim Thresh mA,,chartevents,23546.0,,,,,carevue,,,
,,,,,8451.0,PT Splint #2 [Status],,chartevents,23403.0,,,,,carevue,,,
,,,,,817.0,LDH,,chartevents,23374.0,Enzymes,,,,carevue,,,
,,,,,487.0,Ostomy [Type],,chartevents,23357.0,,,,,carevue,,,
,,PCA dose,,,224328.0,PCA dose,None,chartevents,23170.0,Pain/Sedation,,,,metavision,,Numeric,
,,LDH,,,220632.0,LDH,None,chartevents,23125.0,Labs,,,,metavision,,Numeric,
,,,,,783.0,Blood Products,,chartevents,23047.0,Hematology,,,,carevue,,,
,,PCA lockout (min),,,224329.0,PCA lockout (min),min,chartevents,23044.0,Pain/Sedation,,,,metavision,,Numeric,
,,PCA 1 hour limit,,,224330.0,PCA 1 hour limit,None,chartevents,23003.0,Pain/Sedation,,,,metavision,,Numeric,
,,,,,1391.0,DO2I,,chartevents,22954.0,,,,,carevue,,,
,,,,,50908.0,CK-MB INDEX,,labevents,22911.0,CHEMISTRY,,BLOOD,20569-0,,,,
,,,,,3576.0,Position at Breast,,chartevents,22673.0,,,,,carevue,,,
,,,,,8384.0,Edema #2 [Amount],,chartevents,22519.0,,,,,carevue,,,
,,,,,50967.0,PHENYTOIN,,labevents,22453.0,CHEMISTRY,,BLOOD,3967-01-07 00:00:00,,,,
,,,,,8447.0,Ostomy [Appearance],,chartevents,22435.0,,,,,carevue,,,
,,,,,8484.0,Ventricular Pacemaker [Sensitivity],,chartevents,22418.0,,,,,carevue,,,
,,,,,40059.0,Gastric Oral Gastric,,outputevents,22099.0,,,,,carevue,,,
,,,,,50823.0,REQUIRED O2,,labevents,22057.0,BLOOD GAS,,BLOOD,,,,,
,,,,,50801.0,ALVEOLAR-ARTERIAL GRADIENT,,labevents,22016.0,BLOOD GAS,,BLOOD,19991-9,,,,
,,16 Gauge placed in the field,,,228098.0,16 Gauge placed in the field,,chartevents,21942.0,Access Lines - Peripheral,,,,metavision,,Checkbox,
,,Site Length #3,,,224917.0,Impaired Skin Length #3,cm,chartevents,21929.0,Skin - Impairment,,,,metavision,,Numeric,
,,,,,50887.0,BLUE TOP HOLD,,labevents,21880.0,CHEMISTRY,,BLOOD,,,,,
,,,,,798.0,Differential-Lymphs,,chartevents,21872.0,Hematology,,,,carevue,,,
,,,,,799.0,Differential-Monos,,chartevents,21871.0,Hematology,,,,carevue,,,
,,,,,797.0,Differential-Eos,,chartevents,21870.0,Hematology,,,,carevue,,,
,,,,,796.0,Differential-Basos,,chartevents,21869.0,Hematology,,,,carevue,,,
,,,,,800.0,Differential-Polys,,chartevents,21868.0,Hematology,,,,carevue,,,
,,MDI #2 Puff,,,224172.0,MDI #2 Puff,None,chartevents,21800.0,Respiratory,,,,metavision,,Numeric,
,,,,,8488.0,GI Prophylaxis [Drug #2],,chartevents,21737.0,,,,,carevue,,,
,,,,,3346.0,Caffeine,,chartevents,21721.0,,,,,carevue,,,
,,Jackson Pratt #1,,,226599.0,Jackson Pratt #1,mL,outputevents,21665.0,Drains,,,,metavision,,Numeric,
,,,,,3336.0,Breast Assessment,,chartevents,21602.0,,,,,carevue,,,
,,,,,3684.0,Vitamin E,,chartevents,21569.0,,,,,carevue,,,
,,Site Width #3,,,224952.0,Impaired Skin Width #3,cm,chartevents,21435.0,Skin - Impairment,,,,metavision,,Numeric,
,,,,,775.0,Amylase,,chartevents,21358.0,Enzymes,,,,carevue,,,
,,,,,158.0,ETT Position Change,,chartevents,21348.0,,,,,carevue,,,
,,Unable to assess psychological,,,225070.0,Unable to assess psychological,,chartevents,21333.0,Adm History/FHPA,,,,metavision,,Checkbox,
,,,,,3480.0,InterventionAssess,,chartevents,21190.0,,,,,carevue,,,
,,,,,134.0,Cooling [Device],,chartevents,21181.0,,,,,carevue,,,
,,,,,76.0,Bath,,chartevents,21076.0,,,,,carevue,,,
,,,,,377.0,Impaired Skin Site#4,,chartevents,21042.0,,,,,carevue,,,
,,,,,3688.0,Vt [Spontaneous],,chartevents,20801.0,,,,,carevue,,,
,,,,,705.0,Untoward Effect,,chartevents,20793.0,,,,,carevue,,,
,,,,,8369.0,Atrial Pacemaker [Capture],,chartevents,20762.0,,,,,carevue,,,
,,,,,1483.0,RSBI Not Completed,,chartevents,20511.0,,,,,carevue,,,
,,,,,8433.0,Inc #4 [Status],,chartevents,20440.0,,,,,carevue,,,
,,Differential-Basos,,,225639.0,Differential-Basos,None,chartevents,20425.0,Labs,,,,metavision,,Numeric,
,,Differential-Lymphs,,,225641.0,Differential-Lymphs,None,chartevents,20425.0,Labs,,,,metavision,,Numeric,
,,Differential-Monos,,,225642.0,Differential-Monos,None,chartevents,20425.0,Labs,,,,metavision,,Numeric,
,,Differential-Neuts,,,225643.0,Differential-Neuts,None,chartevents,20425.0,Labs,,,,metavision,,Numeric,
,,Differential-Eos,,,225640.0,Differential-Eos,None,chartevents,20424.0,Labs,,,,metavision,,Numeric,
,,CK-MB,,,227445.0,CK-MB,None,chartevents,20378.0,Labs,,,,metavision,,Numeric with tag,
,,,,,153.0,Diastolic Unloading,,chartevents,20299.0,,,,,carevue,,,
,,,,,8423.0,Inc #2 [Amount],,chartevents,20218.0,,,,,carevue,,,
,,,,,8379.0,Cooling [Status],,chartevents,20203.0,,,,,carevue,,,
,,,,,500.0,PCA Total Dose,,chartevents,20044.0,,,,,carevue,,,
,,Site Depth #1,,,224563.0,Impaired Skin Depth #1,cm,chartevents,19805.0,Skin - Impairment,,,,metavision,,Numeric,
,,,,,472.0,O2AV,,chartevents,19669.0,,,,,carevue,,,
,,,,,473.0,O2AVI,,chartevents,19596.0,,,,,carevue,,,
,,O2 Flow (additional cannula),,,227287.0,O2 Flow (additional cannula),L/min,chartevents,19339.0,Respiratory,,,,metavision,,Numeric,
,,PCA inject,,,224332.0,PCA inject,None,chartevents,19287.0,Pain/Sedation,,,,metavision,,Numeric,
,,,,,3303.0,Ampicillin,,chartevents,19248.0,,,,,carevue,,,
,,,,,573.0,Pressure Sore Odor#1,,chartevents,19241.0,,,,,carevue,,,
,,Odor #5,,,224926.0,Impaired Skin Odor #5,,chartevents,19225.0,Skin - Impairment,,,,metavision,,Checkbox,
,,PCA attempt,,,224663.0,PCA attempt,None,chartevents,19216.0,Pain/Sedation,,,,metavision,,Numeric,
,,,,,641.0,Sitter,,chartevents,19013.0,,,,,carevue,,,
,,,,,3409.0,Environmental Interv,,chartevents,18968.0,,,,,carevue,,,
,,,,,564.0,PressSoreCleansing#1,,chartevents,18948.0,,,,,carevue,,,
,,,,,8470.0,ROM [Value],,chartevents,18898.0,,,,,carevue,,,
,,,,,51093.0,"OSMOLALITY, URINE",,labevents,18842.0,CHEMISTRY,,URINE,2695-01-05 00:00:00,,,,
,,,,,50964.0,"OSMOLALITY, MEASURED",,labevents,18817.0,CHEMISTRY,,BLOOD,2692-01-02 00:00:00,,,,
,,,,,806.0,Fibrinogen (150-400),,chartevents,18725.0,Coags,,,,carevue,,,
,,,,,603.0,Radial Pulse [Right],,chartevents,18682.0,,,,,carevue,,,
,,CO (Arterial),,,227543.0,CO (Arterial),L/min,chartevents,18609.0,Hemodynamics,,,,metavision,,Numeric,
,,,,,51007.0,URIC ACID,,labevents,18355.0,CHEMISTRY,,BLOOD,3084-01-01 00:00:00,,,,
,,,,,141.0,Cuff Pressure-Airway,,chartevents,18296.0,,,,,carevue,,,
,,,,,717.0,Ventricular Pacemaker [Sense],,chartevents,18241.0,,,,,carevue,,,
,,Unable to assess nutrition / education,,,225117.0,Unable to assess nutrition / education,,chartevents,18237.0,Adm History/FHPA,,,,metavision,,Checkbox,
,,,,,50952.0,IRON,,labevents,18207.0,CHEMISTRY,,BLOOD,2498-01-04 00:00:00,,,,
,,,,,1430.0,Nausea and Vomiting,,chartevents,18145.0,,,,,carevue,,,
,,,,,50903.0,CHOLESTEROL RATIO (TOTAL/HDL),,labevents,18128.0,CHEMISTRY,,BLOOD,9322-01-09 00:00:00,,,,
,,Hematocrit (whole blood - calc),,,226540.0,Hematocrit (whole blood - calc),None,chartevents,18080.0,Labs,,,,metavision,,Numeric,
,,,,,1437.0,Tremor,,chartevents,18009.0,,,,,carevue,,,
,,,,,1479.0,IV #1 Reason DC'D,,chartevents,17993.0,,,,,carevue,,,
,,,,,1421.0,Anxiety,,chartevents,17992.0,,,,,carevue,,,
,,,,,1432.0,Paroxysmal Sweats,,chartevents,17992.0,,,,,carevue,,,
,,,,,50924.0,FERRITIN,,labevents,17948.0,CHEMISTRY,,BLOOD,2276-01-04 00:00:00,,,,
,,,,,98.0,CT #2 Crepitus,,chartevents,17903.0,,,,,carevue,,,
,,,,,1420.0,Aggitation,,chartevents,17902.0,,,,,carevue,,,
,,,,,494.0,PCA Basal Rate,,chartevents,17888.0,,,,,carevue,,,
,,,,,3538.0,Nasal Sx Quantity,,chartevents,17735.0,,,,,carevue,,,
,,,,,40058.0,Cerebral Drain R Ventricular Drain,,outputevents,17649.0,,,,,carevue,,,
,,,,,1423.0,Auditory Disturbance,,chartevents,17587.0,,,,,carevue,,,
,,,,,3345.0,CVP Alarm [Low],,chartevents,17541.0,,,,,carevue,,,
,,,,,1436.0,Tactile Disturbances,,chartevents,17539.0,,,,,carevue,,,
,,,,,1428.0,Headache,,chartevents,17535.0,,,,,carevue,,,
,,PH (dipstick),,,220734.0,PH (dipstick),None,chartevents,17524.0,Labs,,,,metavision,,Numeric,
,,,,,1439.0,Visual Disturbances,,chartevents,17511.0,,,,,carevue,,,
,,Discharge needs,,,225133.0,Discharge needs,,chartevents,17453.0,Adm History/FHPA,,,,metavision,,Checkbox,
,,CHG Bath,,,228137.0,CHG Bath,,chartevents,17394.0,Treatments,,,,metavision,,Checkbox,
,,,,,8511.0,CVP Alarm [High],,chartevents,17364.0,,,,,carevue,,,
,,,,,57.0,Atrial Pacemaker Threshold [Unit],,chartevents,17288.0,,,,,carevue,,,
,,,,,50998.0,TRANSFERRIN,,labevents,17285.0,CHEMISTRY,,BLOOD,2500-01-07 00:00:00,,,,
,,,,,50953.0,"IRON BINDING CAPACITY, TOTAL",,labevents,17231.0,CHEMISTRY,,BLOOD,2500-01-07 00:00:00,,,,
,,,,,48.0,Angio Site #2,,chartevents,17218.0,,,,,carevue,,,
,,,,,1431.0,Orient/Clouding Sens,,chartevents,17218.0,,,,,carevue,,,
,,Specific Gravity (urine),,,227471.0,Specific Gravity (urine),None,chartevents,17199.0,Labs,,,,metavision,,Numeric with tag,
,,,,,359.0,ImpSkin Treatment #4,,chartevents,17186.0,,,,,carevue,,,
,,,,,568.0,PressSoreTreatment#2,,chartevents,17047.0,,,,,carevue,,,
,,,,,8473.0,Radial Pulse [Left],,chartevents,17019.0,,,,,carevue,,,
,,,,,855.0,Vancomycin/Random,,chartevents,16993.0,Drug Level,,,,carevue,,,
,,,,,51539.0,TACROFK_2,,labevents,16904.0,CHEMISTRY,,BLOOD,,,,,
,,,,,1424.0,CIWA Sum Total,,chartevents,16875.0,,,,,carevue,,,
,,,,,1401.0,zzO2AV,,chartevents,16808.0,,,,,carevue,,,
,,,,,1390.0,DO2,,chartevents,16788.0,,,,,carevue,,,
,,,,,1402.0,zzO2AVI,,chartevents,16758.0,,,,,carevue,,,
,,SVV (Arterial),,,227546.0,SVV (Arterial),%,chartevents,16753.0,Hemodynamics,,,,metavision,,Numeric,
,,Unable to assess activity / mobility,,,225091.0,Unable to assess activity / mobility,,chartevents,16709.0,Adm History/FHPA,,,,metavision,,Checkbox,
,,,,,8391.0,GI#2 Tube [Drain],,chartevents,16676.0,,,,,carevue,,,
,,,,,51257.0,NUCLEATED RED CELLS,,labevents,16568.0,HEMATOLOGY,,BLOOD,772-4,,,,
,,,,,4171.0,Time,,chartevents,16508.0,,,,,carevue,,,
,,Spont Vt,,,224421.0,Spont Vt,mL,chartevents,16461.0,Respiratory,,,,metavision,,Numeric,
,,,,,3536.0,Nasal Sx Color,,chartevents,16432.0,,,,,carevue,,,
,,Unable to assess teaching / learning needs,,,225129.0,Unable to assess teaching / learning needs,,chartevents,16322.0,Adm History/FHPA,,,,metavision,,Checkbox,
,,Trach Care,,,227130.0,Trach Care,,chartevents,16219.0,Respiratory,,,,metavision,,Checkbox,
,,,,,51260.0,OVALOCYTES,,labevents,16180.0,HEMATOLOGY,,BLOOD,774-0,,,,
,,,,,8370.0,Atrial Pacemaker Threshold [Value],,chartevents,16006.0,,,,,carevue,,,
,,,,,1528.0,Fibrinogen,,chartevents,15727.0,Coags,,,,carevue,,,
,,,,,466.0,Nursing Consultation,,chartevents,15679.0,,,,,carevue,,,
,,,,,287.0,INV#5 WaveformAppear,,chartevents,15611.0,,,,,carevue,,,
,,,,,1706.0,Ventricular Pacemaker Sense [mV],,chartevents,15528.0,,,,,carevue,,,
,,,,,1063.0,bath,,chartevents,15527.0,,,,,carevue,,,
,,,,,3448.0,Grandparents Visit,,chartevents,15233.0,,,,,carevue,,,
,,Unable to assess cognitive / perceptual,,,225086.0,Unable to assess cognitive / perceptual,,chartevents,15224.0,Adm History/FHPA,,,,metavision,,Checkbox,
,,,,,8482.0,Ventricular Pacemaker [Capture],,chartevents,15205.0,,,,,carevue,,,
,,,,,389.0,Inc #4 [Closure],,chartevents,15200.0,,,,,carevue,,,
,,,,,8407.0,ImpSkin #2 [Amount],,chartevents,15124.0,,,,,carevue,,,
,,,,,51482.0,HYALINE CASTS,,labevents,15122.0,HEMATOLOGY,,URINE,5796-01-08 00:00:00,,,,
,,,,,3328.0,Behavioral State,,chartevents,15058.0,,,,,carevue,,,
,,,,,512.0,PVR,,chartevents,14931.0,,,,,carevue,,,
,,See chart for initial patient assessment,,,225175.0,See chart for initial patient assessment,,chartevents,14848.0,Adm History/FHPA,,,,metavision,,Checkbox,
,,,,,347.0,ImpSkin Character #4,,chartevents,14810.0,,,,,carevue,,,
,,,,,1624.0,PreSep Catheter SVO2,,chartevents,14438.0,,,,,carevue,,,
,,,,,687.0,Trach Care,,chartevents,14339.0,,,,,carevue,,,
,,Fibrinogen,,,227468.0,Fibrinogen,None,chartevents,14339.0,Labs,,,,metavision,,Numeric with tag,
,,,,,3407.0,Enteral In for Calc.,,chartevents,14301.0,,,,,carevue,,,
,,,,,51512.0,URINE MUCOUS,,labevents,14204.0,HEMATOLOGY,,URINE,8247-01-09 00:00:00,,,,
,,,,,204.0,GI#2 Tube PlaceCheck,,chartevents,14188.0,,,,,carevue,,,
,,,,,1517.0,Readmit <48 hrs,,chartevents,14125.0,,,,,carevue,,,
,,PCA total dose,,,224665.0,PCA total dose,None,chartevents,13996.0,Pain/Sedation,,,,metavision,,Numeric,
,,,,,44.0,Angio Appearance #2 [Attribute 1],,chartevents,13985.0,,,,,carevue,,,
,,,,,513.0,PVRI,,chartevents,13954.0,,,,,carevue,,,
,,,,,3445.0,Gentamicin,,chartevents,13866.0,,,,,carevue,,,
,,,,,795.0,Differential-Bands,,chartevents,13771.0,Hematology,,,,carevue,,,
,,Site Length #4,,,224918.0,Impaired Skin Length #4,cm,chartevents,13752.0,Skin - Impairment,,,,metavision,,Numeric,
,,,,,3663.0,Total Enteral/kg/day,,chartevents,13703.0,,,,,carevue,,,
,,,,,647.0,Spare Trach Present,,chartevents,13651.0,,,,,carevue,,,
,,PCA basal rate (mL/hour),,,224331.0,PCA basal rate (mL/hour),ml/hr,chartevents,13599.0,Pain/Sedation,,,,metavision,,Numeric,
,,,,,50909.0,CORTISOL,,labevents,13554.0,CHEMISTRY,,BLOOD,2143-01-06 00:00:00,,,,
,,Site Width #4,,,224953.0,Impaired Skin Width #4,cm,chartevents,13516.0,Skin - Impairment,,,,metavision,,Numeric,
,,,,,368.0,ImpSkin #1 [Width],,chartevents,13481.0,,,,,carevue,,,
,,,,,577.0,Pressure Sore Site#3,,chartevents,13479.0,,,,,carevue,,,
,,,,,609.0,Remote Alarm,,chartevents,13444.0,,,,,carevue,,,
,,,,,3318.0,BP PAL [Mean],,chartevents,13412.0,,,,,carevue,,,
,,,,,3319.0,BP PAL [Systolic],,chartevents,13380.0,,,,,carevue,,,
,,,,,124.0,Chest Tube Site #3,,chartevents,13339.0,,,,,carevue,,,
,,,,,51104.0,"UREA NITROGEN, URINE",,labevents,13299.0,CHEMISTRY,,URINE,3095-01-07 00:00:00,,,,
,,,,,3566.0,Parents in to visit,,chartevents,13279.0,,,,,carevue,,,
,,,,,7075.0,NeoBlue Mini,,chartevents,13193.0,,,,,carevue,,,
,,,,,8419.0,Inc #4 [Appearance],,chartevents,13141.0,,,,,carevue,,,
,,,,,176.0,Epi Infusion Rate,,chartevents,13127.0,,,,,carevue,,,
,,,,,1480.0,IV #2 Reason DC'D,,chartevents,13099.0,,,,,carevue,,,
,,,,,8495.0,Ventricular Pacemaker Sense [mA],,chartevents,12917.0,,,,,carevue,,,
,,,,,180.0,Epidural Medication,,chartevents,12874.0,,,,,carevue,,,
,,Chest Tube #2,,,226589.0,Chest Tube #2,mL,outputevents,12840.0,Output,,,,metavision,,Numeric,
,,SV (Arterial),,,227547.0,SV (Arterial),mL/beat,chartevents,12724.0,Hemodynamics,,,,metavision,,Numeric,
,,,,,8424.0,Inc #3 [Amount],,chartevents,12716.0,,,,,carevue,,,
,,,,,3546.0,O2 Tubing Present,,chartevents,12665.0,,,,,carevue,,,
,,Unable to assess pain,,,225112.0,Unable to assess pain,,chartevents,12539.0,Adm History/FHPA,,,,metavision,,Checkbox,
,,,,,415.0,Incision/Wound #5,,chartevents,12436.0,,,,,carevue,,,
,,,,,340.0,Imp Skin Cleanse #3,,chartevents,12400.0,,,,,carevue,,,
,,,,,3569.0,Phototherapy Blanket,,chartevents,12350.0,,,,,carevue,,,
,,,,,3540.0,Nipple Type,,chartevents,12319.0,,,,,carevue,,,
,,,,,2139.0,EDVI,,chartevents,12317.0,,,,,carevue,,,
,,,,,50815.0,O2 FLOW,,labevents,12307.0,BLOOD GAS,,BLOOD,3151-01-08 00:00:00,,,,
,,,,,8505.0,BP PAL [Diastolic],,chartevents,12217.0,,,,,carevue,,,
,,,,,259.0,INV Line#6 [Type],,chartevents,12060.0,,,,,carevue,,,
,,,,,46.0,Angio Dressing #2,,chartevents,11997.0,,,,,carevue,,,
,,,,,3578.0,Potassium Chloride,,chartevents,11981.0,,,,,carevue,,,
,,,,,50935.0,HAPTOGLOBIN,,labevents,11970.0,CHEMISTRY,,BLOOD,4542-01-07 00:00:00,,,,
,,,,,50976.0,"PROTEIN, TOTAL",,labevents,11935.0,CHEMISTRY,,BLOOD,2885-01-02 00:00:00,,,,
,,,,,51010.0,VITAMIN B12,,labevents,11868.0,CHEMISTRY,,BLOOD,2170-01-09 00:00:00,,,,
,,,,,51523.0,GR HOLD,,labevents,11849.0,CHEMISTRY,,URINE,,,,,
,,,,,419.0,KneeImmobilizeLoc [Right],,chartevents,11835.0,,,,,carevue,,,
,,,,,50880.0,BENZODIAZEPINE SCREEN,,labevents,11823.0,CHEMISTRY,,BLOOD,42662-7,,,,
,,,,,1433.0,Seizure,,chartevents,11817.0,,,,,carevue,,,
,,Unable to assess habits,,,225105.0,Unable to assess habits,,chartevents,11813.0,Adm History/FHPA,,,,metavision,,Checkbox,
,,Site Depth #2,,,224895.0,Impaired Skin Depth #2,cm,chartevents,11800.0,Skin - Impairment,,,,metavision,,Numeric,
,,,,,8397.0,INV Line#6 [Site],,chartevents,11786.0,,,,,carevue,,,
,,,,,50879.0,BARBITURATE SCREEN,,labevents,11761.0,CHEMISTRY,,BLOOD,3376-01-01 00:00:00,,,,
,,,,,50999.0,TRICYCLIC ANTIDEPRESSANT SCREEN,,labevents,11723.0,CHEMISTRY,,BLOOD,4073-01-03 00:00:00,,,,
,,,,,571.0,PressSoreWoundBase#2,,chartevents,11694.0,,,,,carevue,,,
,,,,,365.0,ImpSkin Wound Base#4,,chartevents,11510.0,,,,,carevue,,,
,,,,,380.0,Inc Cleansing #1,,chartevents,11483.0,,,,,carevue,,,
,,,,,43176.0,Blood Out Lab,,outputevents,11471.0,,,,,carevue,,,
,,PA Catheter Dressing Occlusive,,,227351.0,PA Catheter Dressing Occlusive,,chartevents,11432.0,Access Lines - Invasive,,,,metavision,,Checkbox,
,,,,,3412.0,Erythromycin Oint.,,chartevents,11364.0,,,,,carevue,,,
,,Odor #6,,,224927.0,Impaired Skin Odor #6,,chartevents,11223.0,Skin - Impairment,,,,metavision,,Checkbox,
,,,,,40072.0,Drain Out #2 Jackson Pratt,,outputevents,11188.0,,,,,carevue,,,
,,,,,8410.0,ImpSkin #1 [Length],,chartevents,11186.0,,,,,carevue,,,
,,,,,41707.0,Chest Tubes CTICU CT 2,,outputevents,11172.0,,,,,carevue,,,
,,,,,179.0,Epidural Location,,chartevents,11033.0,,,,,carevue,,,
,,Nasogastric,,,226575.0,Nasogastric,mL,outputevents,10986.0,Output,,,,metavision,,Numeric,
,,,,,162.0,Ectopy Type 2,,chartevents,10957.0,,,,,carevue,,,
,,,,,354.0,ImpSkin #4 [Drain],,chartevents,10957.0,,,,,carevue,,,
,,,,,671.0,TCPCV Insp. Time,,chartevents,10942.0,,,,,carevue,,,
,,,,,51097.0,"POTASSIUM, URINE",,labevents,10938.0,CHEMISTRY,,URINE,2828-01-02 00:00:00,,,,
,,,,,50986.0,TACROFK,,labevents,10914.0,CHEMISTRY,,BLOOD,11253-2,,,,
,,,,,670.0,TCPCV Insp. Pressure,,chartevents,10873.0,,,,,carevue,,,
,,,,,822.0,Mixed Venous O2,,chartevents,10859.0,Blood Gases,,,,carevue,,,
,,,,,697.0,Traction/Immobile #1,,chartevents,10857.0,,,,,carevue,,,
,,,,,1429.0,Insomnia,,chartevents,10846.0,,,,,carevue,,,
,,PAP Alarm - High,,,220063.0,Pulmonary Artery Pressure Alarm - High,mmHg,chartevents,10704.0,Alarms,,,,metavision,,Numeric,
,,,,,1700.0,GI#3 Intub Site,,chartevents,10687.0,,,,,carevue,,,
,,,,,75.0,Baseline Current/mA,,chartevents,10634.0,,,,,carevue,,,
,,,,,1701.0,GI Tube #3 [Status],,chartevents,10628.0,,,,,carevue,,,
,,,,,858.0,Venous PvCO2,,chartevents,10623.0,VBG's,,,,carevue,,,
,,,,,193.0,Flatus,,chartevents,10614.0,,,,,carevue,,,
,,PAP Alarm - Low,,,220066.0,Pulmonary Artery Pressure Alarm - Low,mmHg,chartevents,10608.0,Alarms,,,,metavision,,Numeric,
,,,,,3393.0,Disease State,,chartevents,10592.0,,,,,carevue,,,
,,PA Catheter placed in outside facility,,,226114.0,PA Catheter placed in outside facility,,chartevents,10570.0,Access Lines - Invasive,,,,metavision,,Checkbox,
,,,,,859.0,Venous PvO2,,chartevents,10512.0,Mixed Venous Gases,,,,carevue,,,
,,,,,186.0,FIO2 Alarm-Low,,chartevents,10341.0,,,,,carevue,,,
,,,,,51287.0,SCHISTOCYTES,,labevents,10339.0,HEMATOLOGY,,BLOOD,800-3,,,,
,,,,,1426.0,Drowsiness,,chartevents,10278.0,,,,,carevue,,,
,,Arctic Sun/Alsius Temp #1 C,,,227632.0,Arctic Sun/Alsius Temp #1 C,?C,chartevents,10144.0,Routine Vital Signs,,,,metavision,,Numeric,
,,,,,1434.0,Slurred Speech,,chartevents,10137.0,,,,,carevue,,,
,,,,,693.0,Tract/Imm Location#1,,chartevents,10084.0,,,,,carevue,,,
,,,,,51283.0,"RETICULOCYTE COUNT, AUTOMATED",,labevents,10075.0,HEMATOLOGY,,BLOOD,17849-1,,,,
,,,,,552.0,Pressure Sore #2 [Stage],,chartevents,10062.0,,,,,carevue,,,
,,Temp Atrial Sens Setting mV,,,224753.0,Temporary Atrial Sens Setting mV,mV,chartevents,10051.0,Cardiovascular (Pacer Data),,,,metavision,,Numeric,
,,,,,105.0,CT #3 Dressing,,chartevents,10032.0,,,,,carevue,,,
,,,,,673.0,TOF Response/Twitch,,chartevents,10032.0,,,,,carevue,,,
,,,,,378.0,Impaired Skin Site#5,,chartevents,9974.0,,,,,carevue,,,
,,Mixed Venous O2% Sat,,,225674.0,Mixed Venous O2% Sat,%,chartevents,9867.0,Labs,,,,metavision,,Numeric,
,,,,,50922.0,ETHANOL,,labevents,9864.0,CHEMISTRY,,BLOOD,5642-01-04 00:00:00,,,,
,,Temp Atrial Stim Setting mA,,,224755.0,Temporary Atrial Stim Setting mA,mA,chartevents,9847.0,Cardiovascular (Pacer Data),,,,metavision,,Numeric,
,,,,,107.0,CT #3 Suction Amount,,chartevents,9810.0,,,,,carevue,,,
,,,,,1435.0,Sustained Nystamus,,chartevents,9791.0,,,,,carevue,,,
,,,,,672.0,TCPCV-MAP,,chartevents,9771.0,,,,,carevue,,,
,,Lipase,,,225672.0,Lipase,None,chartevents,9766.0,Labs,,,,metavision,,Numeric,
,,Arctic Sun/Alsius Temp #2 C,,,227634.0,Arctic Sun/Alsius Temp #2 C,?C,chartevents,9697.0,Routine Vital Signs,,,,metavision,,Numeric,
,,,,,3685.0,Vitamin K,,chartevents,9696.0,,,,,carevue,,,
,,,,,3759.0,HGB  (10.8-15.8),,chartevents,9685.0,Heme/Coag,,,,carevue,,,
,,,,,254.0,INV Line#5 Zero/Cal,,chartevents,9608.0,,,,,carevue,,,
,,,,,50856.0,ACETAMINOPHEN,,labevents,9560.0,CHEMISTRY,,BLOOD,3297-01-09 00:00:00,,,,
,,CO (thermodilution),,,220088.0,Cardiac Output (thermodilution),L/min,chartevents,9546.0,Hemodynamics,,,,metavision,,Numeric,
,,,,,3837.0,pO2,,chartevents,9485.0,ABG'S,,,,carevue,,,
,,,,,262.0,INV Line#6SiteAppear,,chartevents,9475.0,,,,,carevue,,,
,,,,,74.0,Base Excess,,chartevents,9468.0,,,,,carevue,,,
,,,,,457.0,NMB Medication,,chartevents,9462.0,,,,,carevue,,,
,,,,,160.0,Ectopy Frequency 2,,chartevents,9459.0,,,,,carevue,,,
,,Current Used/mA,,,224662.0,Current Used/mA,mA,chartevents,9389.0,Pain/Sedation,,,,metavision,,Numeric,
,,,,,51079.0,"COCAINE, URINE",,labevents,9387.0,CHEMISTRY,,URINE,3397-01-07 00:00:00,,,,
,,Oral Gastric,,,226576.0,Oral Gastric,mL,outputevents,9344.0,Output,,,,metavision,,Numeric,
,,,,,628.0,Sedation Score,,chartevents,9339.0,,,,,carevue,,,
,,,,,51075.0,"BENZODIAZEPINE SCREEN, URINE",,labevents,9328.0,CHEMISTRY,,URINE,3390-01-02 00:00:00,,,,
,,,,,401.0,Inc #5 [Dressing],,chartevents,9310.0,,,,,carevue,,,
